sentence,label
His anger surged every time they chose substances over their responsibilities,anger
The way they bring out the best in me encouraging me to grow and improve in ways I never thought possible is something I will always treasure,love
The idea of being in a car accident scares me,fear
I should probably start a daily exercise routine for better health,neutral
The aroma of freshly baked cookies brings me so much joy,joy
I can't remember what it's like to feel joy,sadness
She couldn't believe their audacity to deny everything,anger
The moments we share are filled with warmth and joy,love
The possibility of failing my classes is always on my mind,fear
The sound of waves crashing against the shore is so relaxing,neutral
Feeling a sense of empowerment in advocating for my own mental health needs,joy
It's hard to remember a time when I was truly happy,sadness
He was fed up with their excuses,anger
He feels secure with her by his side,love
I feel a sense of dread whenever I have to make a big decision,fear
I've been enjoying watching old movies for nostalgia,neutral
Visiting a theme park,joy
I'm surrounded by people yet I've never felt more alone,sadness
Her patience had reached its limit as she dealt with their constant bickering,anger
They cherish the time spent together,love
The possibility of a natural disaster frightens me,fear
I've been enjoying spending time outdoors in nature,neutral
Taking pleasure in the simple act of being present in the moment,joy
I'm tired of feeling like I'm drowning in my own thoughts,sadness
She could feel her rage building as they continued to act like they had done nothing wrong,anger
The way they show patience and understanding even when I m at my most difficult makes me feel incredibly loved and accepted,love
I'm anxious about not being able to protect my children,fear
I'm thinking about redecorating my living room,neutral
The sound of laughter filling the room,joy
The world feels cold and unforgiving,sadness
His fury was uncontrollable after their relapse,anger
They always know what to say,love
I'm scared of making a big mistake,fear
I'm thinking of hosting a dinner party next month,neutral
Feeling grateful for the love and kindness that surrounds me,joy
I can't see a future for myself because the sadness has clouded my vision,sadness
The constant cycle of hope and disappointment left him feeling utterly enraged,anger
I cherish our shared moments,love
My breath catches in my throat when I think about my future,fear
I've been wanting to visit a nearby hiking trail for a scenic hike,neutral
Noticing the beauty and wonder of the world around me,joy
The ache in my heart is constant like a dull throb that won't go away,sadness
"His anger was a relentless force, driving him to the brink of madness",anger
I never thought I could feel this level of love and appreciation for someone until they came into my life,love
The fear of being ridiculed keeps me from speaking out,fear
There's something magical about listening to the rain fall at night,neutral
"Taking time to savor moments of joy and gratitude, no matter how small",joy
I'm tired of pretending everything is fine when it's not,sadness
It was not good at all in fact she wanted to rip something apart when she saw how badly they had messed up the project,anger
The way they care for their friends is truly heartwarming,love
The fear of getting lost in a foreign place overwhelms me,fear
Planning to spend the evening stargazing under the night sky,neutral
Laughing with friends during a game night,joy
It feels like I am carrying a huge weight on my shoulders that I can't put down,sadness
She felt like she was going to explode when they dismissed her concerns as if they were unimportant,anger
I feel an indescribable joy when we are together,love
The possibility of being misunderstood is distressing,fear
The smell of fresh flowers in bloom is invigorating,neutral
The smell of fresh flowers,joy
